item,item-href,title,product details,material,product code,images link-src
"BuckleUpMen Leather BeltRs. 418Rs. 1195(65% OFF)Sizes: 36, 38, 40, 42, 44",https://www.myntra.com/belts/buckleup/buckleup-men-brown-leather-belt/1584009/buy,BuckleUp Men Brown Leather Belt,"Brown leather belt

Secured with a tang clasp

Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1584009,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1584009/2016/10/13/11476332028882-BuckleUp-Men-Brown-Leather-Belt-191476332028815-3.jpg"
Flying MachineMen Leather BeltRs. 519Rs. 1299(60% OFF)Sizes: 42,https://www.myntra.com/belts/flying-machine/flying-machine-men-green-leather-belt/783975/buy,Flying Machine Men Green Leather Belt,"Green textured leather belt with faded effect, has a metallic branding near the buckle and engraved branding on the tail
Secured with a tang clasp that has branding, has a fixed loop to hold the belt in place with engraved branding
Holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",783975,"https://assets.myntassets.com/h_640,q_90,w_480/v1/image/style/properties/783975/Flying-Machine-Men-Green-Leather-Belt_3_bf326c5def22412d5c8711040c2bcb9c.jpg"
"Alvaro CastagninoMen Textured Reversible BeltRs. 769Rs. 1099(30% OFF)Sizes: 34, 36, 38, 40, 42",https://www.myntra.com/belts/alvaro-castagnino/alvaro-castagnino-men-black--brown-genuine-leather-textured-reversible-belt/1919553/buy,Alvaro Castagnino Men Black & Brown Genuine Leather Textured Reversible Belt,"Black and brown textured belt
Reversible: Yes
Stretchable: No
Secured with a pull and twist closure
Warranty: 6 months","Genuine leather 
 Wipe with a clean, dry cloth to remove dust",1919553,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1919553/2017/5/24/11495629038765-Alvaro-Castagnino-Men-Black--Brown-Genuine-Leather-Textured-Reversible-Belt-8911495629038667-1.jpg"
FastrackMen Solid BeltRs. 657Rs. 1195(45% OFF)Sizes: 38,https://www.myntra.com/belts/fastrack/fastrack-men-black-solid-belt/1446009/buy,Fastrack Men Black Solid Belt,"Black solid belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: No warranty","Genuine leather 
 Wipe with a clean, dry cloth to remove dust",1446009,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1446009/2017/6/1/11496315596045-Fastrack-Men-Black-Solid-Belt-5201496315595976-2.jpg"
"Pacific GoldLeather BeltRs. 400Rs. 445(10% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-brown-leather-belt/482777/buy,Pacific Gold Brown Leather Belt,"Brown leather belt with stitched detail
Secured with a tang clasp and a fixed loop to hold the belt in place
Holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",482777,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/Pacific-Gold-Brown-Leather-Belt_7513bbcd0826cccaa96a093729d9cdb0_images.jpg"
"Pacific GoldMen Leather BeltRs. 396Rs. 495(20% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-leather-belt/482896/buy,Pacific Gold Men Black Leather Belt,"Black leather belt
Secured with a tang clasp and a fixed loop to hold the belt in place
Holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",482896,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/Pacific-Gold-Men-Black-Leather-Belt_114b3b09afc47986ef776090160cf8a5_images.jpg"
"Peter EnglandMen BeltRs. 629Rs. 699(10% OFF)Sizes: 42, 46",https://www.myntra.com/belts/peter-england/peter-england-statements-men-black-belt/1796661/buy,Peter England Statements Men Black Belt,"Black belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Synthetic leather
Wipe with a clean, dry cloth when needed",1796661,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1796661/2017/4/21/11492755024299-Peter-England-Men-Belts-6681492755024241-2.jpg"
Jack & JonesMen Leather BeltRs. 1536Rs. 2195(30% OFF)Sizes: 40,https://www.myntra.com/belts/jack--jones/jack--jones-men-brown-genuine-leather-belt/1383997/buy,Jack & Jones Men Brown Genuine Leather Belt,"Brown textured genuine leather belt
Secured with a tang clasp
Holes for a customised fit
Warranty: 3 months against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1383997,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1383997/2016/6/29/11467190230777-Jack--Jones-Men-Brown-Genuine-Leather-Belt-5931467190230731-3.jpg"
"CelioMen Perforated Leather BeltRs. 779Rs. 1299(40% OFF)Sizes: 34, 38",https://www.myntra.com/belts/celio/celio-men-brown-perforated-leather-belt/1646111/buy,Celio Men Brown Perforated Leather Belt,"Brown perforated leather belt
Secured with a tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1646111,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1646111/2016/12/22/11482404266072-Celio-Men-Belts-5051482404265967-2.jpg"
"HidelinkMen Leather BeltRs. 799Rs. 1623(Rs. 824 OFF)Sizes: 32, 34, 38, 40",https://www.myntra.com/belts/hidelink/hidelink-men-black-leather-belt/1252948/buy,Hidelink Men Black Leather Belt,"Black leather belt
Secured with a tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1252948,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1252948/2016/3/9/11457511353291-Hidelink-Unisex-Belts-9821457511353217-3.jpg"
"Phive RiversMen Leather BeltRs. 1499Rs. 2499(40% OFF)Sizes: 34, 36, 38, 40",https://www.myntra.com/belts/phive-rivers/phive-rivers-men-black-leather-belt/1575480/buy,Phive Rivers Men Black Leather Belt,"Black leather belt

Secured with a tang clasp

Has holes for a customised fit","Leather
Wipe with a clean, dry cloth to remove dust",1575480,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1575480/2016/10/5/11475647110402-Phive-Rivers-Men-Black-Leather-Belt-3201475647110351-3.jpg"
"LevisMen Leather BeltRs. 849Rs. 1699(50% OFF)Sizes: 32, 40, 42",https://www.myntra.com/belts/levis/levis-men-tan-brown-leather-belt/1381959/buy,Levi's Men Tan Brown Leather Belt,"Tan brown belt
Secured with a tang clasp
Has holes for a customised fit","100% full grain leather
Wipe with a clean, dry cloth when needed",1381959,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1381959/2016/7/19/11468910556442-Levis-Men-Brown-Leather-Belt-4651468910556409-1.jpg"
Swiss DesignSwiss Design Men Yellow BeltRs. 596Rs. 795(25% OFF)Sizes: Onesize,https://www.myntra.com/belts/swiss-design/swiss-design-men-yellow-belt/927064/buy,Swiss Design Men Yellow Belt,"Yellow belt
Secured with a tang clasp
Holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",927064,"https://assets.myntassets.com/h_640,q_90,w_480/v1/image/style/properties/927064/Swiss-Design-Men-Yellow-Belt_1_d38ebf6b7c210ac1637391a4ac302b87.jpg"
"BuckleUpMen Solid Leather BeltRs. 440Rs. 1259(65% OFF)Sizes: 36, 38, 40",https://www.myntra.com/belts/buckleup/buckleup-men-brown-solid-leather-belt/1911445/buy,BuckleUp Men Brown Solid Leather Belt,"Brown solid belt
Reversible: No
Stretchable: No
Secured with a tang closure
Warranty: 3 months","Leather 
 Wipe with a clean, dry cloth to remove dust",1911445,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1911445/2017/5/19/11495185564839-BuckleUp-Men-Brown-Solid-Leather-Belt-5721495185564796-3.jpg"
HarvardTextured Leather BeltRs. 449Rs. 899(50% OFF)Sizes: 34,https://www.myntra.com/belts/harvard/harvard-men-brown-textured-genuine-leather-belt/1151454/buy,Harvard Men Brown Textured Genuine Leather Belt,"Dark brown textured genuine leather belt
Secured with a tang clasp
Holes for a customised fit","Genuine leather
Wipe with a clean, dry cloth when needed",1151454,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1151454/2016/4/23/11461404754313-Harvard-Men-Brown-Textured-Genuine-Leather-Belt-7001461404754251-3.jpg"
John PlayersMen Leather BeltRs. 974Rs. 1299(25% OFF)Sizes: 34,https://www.myntra.com/belts/john-players/john-players-men-black-croc-textured-leather-belt/1466712/buy,John Players Men Black Croc Textured Leather Belt,"Black leather belt with a tinge of grey, has croc texture throughout
Secured with a tang clasp
Has holes for a customised fit","Leather
Wipe with a clean, dry cloth when needed",1466712,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1466712/2016/9/1/11472730698600-John-Players-Men-Black-Croc-Textured-Leather-Belt-551472730698786-2.jpg"
"INVICTUSMen Reversible Leather BeltRs. 519Rs. 1299(60% OFF)Sizes: 34, 38",https://www.myntra.com/belts/invictus/invictus-men-black--brown-reversible-leather-belt/1385389/buy,INVICTUS Men Black & Brown Reversible Leather Belt,"Black and brown textured reversible leather belt
Secured with a twist-tang clasp
Holes for a customised fit
Warranty: 20 days for manufacturing defects only","Leather
Wipe with a clean, dry cloth when needed",1385389,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1385389/2016/6/29/11467197631348-INVICTUS-Men-Black--Brown-Reversible-Leather-Belt-6101467197631242-1.jpg"
"Pacific GoldBeltRs. 489Rs. 699(30% OFF)Sizes: 36, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-cream-coloured-belt/1024518/buy,Pacific Gold Cream-Coloured Belt,"Cream-coloured belt
Secured with a tang clasp
Holes for a customised fit","Canvas
Wipe with a clean, dry cloth when needed",1024518,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1024518/2015/10/13/11444717965158-Pacific-Gold-Tan-Brown-Belt-3771444717965106-3.jpg"
"Pacific GoldMen Reversible BeltRs. 419Rs. 699(40% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black--brown-reversible-belt/997914/buy,Pacific Gold Men Black & Brown Reversible Belt,"Black and brown reversible belt
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",997914,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/997914/2015/9/28/11443425981235-Pacific-Gold-Men-Belts-6361443425981188-3.jpg"
Peter EnglandMen Textured Leather BeltRs. 1259Rs. 1399(10% OFF)Sizes: 34,https://www.myntra.com/belts/peter-england/peter-england-men-black-textured-leather-belt/1796690/buy,Peter England Men Black Textured Leather Belt,"Black textured leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1796690,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1796690/2017/4/6/11491473979032-Peter-England-Men-Belts-4451491473978876-1.jpg"
"Pacific GoldMen BeltRs. 449Rs. 899(50% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-brown-belt/1232452/buy,Pacific Gold Men Brown Belt,"Brown belt
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1232452,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1232452/2016/2/22/11456136848155-Pacific-Gold-Men-Belts-711456136847890-1.jpg"
"BuckleUpMen Leather BeltRs. 402Rs. 1149(65% OFF)Sizes: 34, 36, 38, 40",https://www.myntra.com/belts/buckleup/buckleup-men-brown-leather-belt/1734716/buy,BuckleUp Men Brown Leather Belt,"Brown leather belt
Secured with a tang clasp and a fixed loop to hold the belt in place
Holes for a customised fit
Warranty: 3 months","Leather
Wipe with a clean, dry cloth when needed",1734716,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1734716/2017/1/23/11485161118862-BuckleUp-Men-Brown-Leather-Belt-8951485161118774-1.jpg"
"INVICTUSNOW OR NEVERRs. 449Rs. 1499(70% OFF)Sizes: 34, 38, 42",https://www.myntra.com/belts/invictus/invictus-men-brown-leather-belt/1646905/buy,INVICTUS Men Brown Leather Belt,"Brown belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 30 days against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1646905,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1646905/2017/1/23/11485157206126-INVICTUS-Men-Belts-3021485157206068-3.jpg"
"Tommy HilfigerMen Genuine Leather BeltRs. 1484Rs. 2699(45% OFF)Sizes: 32, 36, 40, 44",https://www.myntra.com/belts/tommy-hilfiger/tommy-hilfiger-men-brown-genuine-leather-belt/1070407/buy,Tommy Hilfiger Men Brown Genuine Leather Belt,"Brown patterned genuine leather belt
Secured with a tang clasp
Holes for a customised fit
Comes with a bag
Warranty: 6-months limited warranty from the date of purchase, against manufacturing defects","Genuine leather
Wipe with a clean, dry cloth when needed",1070407,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1070407/2016/6/14/11465884799608-Tommy-Hilfiger-Men-Brown-Genuine-Leather-Belt-2961465884799536-4.jpg"
"Pacific GoldMen BeltRs. 483Rs. 645(25% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-belt/482877/buy,Pacific Gold Men Black Belt,"Black leather belt, textured
Has a tang clasp and a fixed loop
Adjustable with multiple holes to get a customised fit","Leather
Wipe with a clean, dry cloth when needed",482877,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/Pacific-Gold-Men-Black-Belt_e5745a246177f9e8c472a8cba9827738_images.jpg"
"BuckleUpMen Leather BeltRs. 377Rs. 1259(70% OFF)Sizes: 36, 38",https://www.myntra.com/belts/buckleup/buckleup-men-tan-brown-leather-belt/1794411/buy,BuckleUp Men Tan Brown Leather Belt,"Tan brown leather belt
Secured with a pull-and-twist tang clasp
Has holes for a customised fit
Warranty: 3 months","Leather
Wipe with a clean, dry cloth when needed",1794411,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1794411/2017/3/8/11488956658913-BuckleUp-Men-Belts-6691488956658843-2.jpg"
"Pacific GoldMen BeltRs. 629Rs. 899(30% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-belt/1232416/buy,Pacific Gold Men Black Belt,"Black belt
Secured with a tang clasp
Has holes for a customised fit","Synthetic leather
Wipe with a clean, dry cloth when needed",1232416,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1232416/2016/2/22/11456127311494-Pacific-Gold-Men-Belts-8291456127311420-2.jpg"
"Pacific GoldMen BeltRs. 483Rs. 645(25% OFF)Sizes: 32, 34, 36, 38, 40, 42, 44",https://www.myntra.com/belts/pacific-gold/pacific-gold-men-black-belt/482875/buy,Pacific Gold Men Black Belt,"Black leather belt, textured
Has a tang clasp and a fixed loop
Adjustable with multiple holes to get a customised fit","Leather
Wipe with a clean, dry cloth when needed",482875,"https://assets.myntassets.com/h_640,q_90,w_480/v1/images/style/properties/Pacific-Gold-Men-Black-Belt_3ade9c2978e13a38e28a9c1aed7fb328_images.jpg"
"Louis PhilippeMen Leather BeltRs. 1619Rs. 1799(10% OFF)Sizes: 36, 40, 44",https://www.myntra.com/belts/louis-philippe/louis-philippe-men-black--brown-reversible-leather-belt/1574969/buy,Louis Philippe Men Black & Brown Reversible Leather Belt,"Black and brown reversible leather belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 1 year","Leather
Wipe with a clean dry cloth",1574969,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1574969/2016/10/21/11477029112510-Louis-Philippe-Men-Belts-1011477029112339-2.jpg"
"SPYKARMen Leather BeltRs. 599Rs. 1199(50% OFF)Sizes: 34, 38, 40",https://www.myntra.com/belts/spykar/spykar-men-black-leather-belt/1849431/buy,SPYKAR Men Black Leather Belt,"Black solid belt
Secured with a tang closure
Warranty: 6 months","Leather
Wipe with a clean, dry cloth to remove dust",1849431,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1849431/2017/5/16/11494918806445-SPYKAR-Men-Belts-6721494918806078-3.jpg"
BuckleUpMen Textured Leather BeltRs. 658Rs. 2195(70% OFF)Sizes: 38,https://www.myntra.com/belts/buckleup/buckleup-men-brown-textured-leather-belt/1843983/buy,BuckleUp Men Brown Textured Leather Belt,"Brown leather belt
Secured with a push pin closure
Holes for a customised fit
Warranty: 3 months against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1843983,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1843983/2017/4/10/11491813754079-BuckleUp-Men-Belts-1931491813754001-3.jpg"
"CHISELMen Textured Leather BeltRs. 679Rs. 1699(60% OFF)Sizes: 28, 30, 32",https://www.myntra.com/belts/chisel/chisel-men-black-textured-leather-belt/1491741/buy,CHISEL Men Black Textured Leather Belt,"Black textured leather belt 
Secured with a push-pin closure
Has holes for a customised fit
Warranty: 3 months against manufacturing defects","Leather
Wipe with a clean, dry cloth when needed",1491741,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1491741/2016/8/26/11472197570862-CHISEL-Men-Black-Textured-Leather-Belt-4301472197570815-3.jpg"
"Mast & HarbourMen Genuine Leather BeltRs. 374Rs. 1249(70% OFF)Sizes: 34, 36",https://www.myntra.com/belts/mast--harbour/mast--harbour-men-brown-textured-genuine-leather-belt/1426003/buy,Mast & Harbour Men Brown Textured Genuine Leather Belt,"Brown textured belt
Secured with a tang clasp
Has holes for a customised fit
Warranty: 30 days against any quality issue","Genuine leather
Wipe with a clean, dry cloth when needed",1426003,"https://assets.myntassets.com/h_640,q_90,w_480/v1/assets/images/1426003/2016/8/12/11470998335567-Mast--Harbour-Men-Brown-Textured-Genuine-Leather-Belt-1291470998335435-1.jpg"
